"seqnames"	"start"	"end"	"width"	"strand"	"peakName"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"
"chr13"	9045980	9046358	379	"*"	"peak16989"	"Promoter (<=1kb)"	13	9022514	9046048	23535	2	"Gtpbp4"	"NM_027000"	0
"chr13"	9143458	9144012	555	"*"	"peak16996"	"Promoter (<=1kb)"	13	9143917	9224487	80571	1	"Larp4b"	"NM_001311117"	0
"chr13"	12580496	12580856	361	"*"	"peak17075"	"Promoter (<=1kb)"	13	12580764	12624417	43654	1	"Ero1b"	"NM_026184"	0
"chr13"	15637469	15638009	541	"*"	"peak17150"	"Promoter (<=1kb)"	13	15638308	15904610	266303	1	"Gli3"	"NM_008130"	-299
"chr13"	17869428	17870091	664	"*"	"peak17168"	"Promoter (<=1kb)"	13	17869998	17873697	3700	1	"Mplkip"	"NM_025479"	0
"chr13"	19579750	19580407	658	"*"	"peak17198"	"Promoter (<=1kb)"	13	19541846	19579983	38138	2	"Stard3nl"	"NM_024270"	0
"chr13"	21546864	21547150	287	"*"	"peak17233"	"Promoter (<=1kb)"	13	21546990	21556472	9483	1	"Zscan12"	"NM_016684"	0
"chr13"	21592649	21592859	211	"*"	"peak17235"	"Distal Intergenic"	13	21571174	21586925	15752	2	"Zkscan3"	"NM_023685"	-5724
"chr13"	21905965	21906382	418	"*"	"peak17246"	"Promoter (<=1kb)"	13	21906214	21906696	483	1	"H2bc14"	"NM_178200"	0
"chr13"	21971416	21971749	334	"*"	"peak17250"	"Promoter (<=1kb)"	13	21970944	21971418	475	2	"H2ac22"	"NM_178184"	0
"chr13"	22219759	22220019	261	"*"	"peak17255"	"Promoter (<=1kb)"	13	22219292	22219813	522	2	"H2ac12"	"NM_175659"	0
"chr13"	23617142	23617322	181	"*"	"peak17275"	"Promoter (1-2kb)"	13	23612146	23615187	3042	2	"C230035I16Rik"	"NR_015492"	-1955
"chr13"	23630038	23630187	150	"*"	"peak17276"	"Distal Intergenic"	13	23612146	23615187	3042	2	"C230035I16Rik"	"NR_015492"	-14851
"chr13"	23719330	23719568	239	"*"	"peak17278"	"Promoter (<=1kb)"	13	23719588	23720079	492	1	"H3c8"	"NM_145073"	-20
"chr13"	23755217	23755686	470	"*"	"peak17284"	"Promoter (<=1kb)"	13	23754837	23755394	558	2	"H2ac8"	"NM_178187"	0
"chr13"	23769978	23770138	161	"*"	"peak17287"	"Promoter (<=1kb)"	13	23769509	23769953	445	2	"H2bc6"	"NM_001290530"	-25
"chr13"	23805130	23805290	161	"*"	"peak17289"	"Promoter (<=1kb)"	13	23767653	23805107	37455	2	"H2bc6"	"NM_178194"	-23
"chr13"	23867827	23868280	454	"*"	"peak17294"	"Promoter (<=1kb)"	13	23867456	23867942	487	2	"H2ac6"	"NM_178189"	0
"chr13"	23930205	23930868	664	"*"	"peak17299"	"Promoter (<=1kb)"	13	23930717	23931206	490	1	"H2bc3"	"NM_175664"	0
"chr13"	23947497	23947686	190	"*"	"peak17303"	"Promoter (<=1kb)"	13	23947651	23948395	745	1	"H1f1"	"NM_030609"	0
"chr13"	24984412	24985273	862	"*"	"peak17354"	"Promoter (<=1kb)"	13	24985640	24996882	11243	1	"BC005537"	"NM_024473"	-367
"chr13"	25798609	25798758	150	"*"	"peak17374"	"Distal Intergenic"	13	25436022	25453979	17958	2	"Nrsn1"	"NM_009513"	-344630
"chr13"	28826403	28826552	150	"*"	"peak17395"	"Intron (NR_045053/2610307P16Rik, intron 5 of 8)"	13	28894764	28894856	93	2	"Mir6368"	"NR_105787"	68304
"chr13"	30050178	30050397	220	"*"	"peak17436"	"Distal Intergenic"	13	29986424	30039656	53233	2	"Cdkal1"	"NM_001308486"	-10522
"chr13"	35475172	35475354	183	"*"	"peak17627"	"Distal Intergenic"	13	35394643	35396031	1389	2	"1700019C18Rik"	"NR_126478"	-79141
"chr13"	35861785	35861934	150	"*"	"peak17637"	"Intron (NM_009881/Cdyl, intron 2 of 9)"	13	35843845	36058047	214203	1	"Cdyl"	"NM_009881"	17940
"chr13"	36089893	36090456	564	"*"	"peak17647"	"Promoter (<=1kb)"	13	36079087	36090330	11244	2	"Rpp40"	"NM_145938"	0
"chr13"	36622708	36622858	151	"*"	"peak17664"	"Intron (NM_001039189/Fars2, intron 5 of 5)"	13	36909600	36914663	5064	2	"Nrn1"	"NM_001374754"	291805
"chr13"	38178034	38178328	295	"*"	"peak17723"	"Promoter (<=1kb)"	13	38155377	38178184	22808	2	"Ssr1"	"NM_025965"	0
"chr13"	39497517	39497672	156	"*"	"peak17784"	"Distal Intergenic"	13	39116108	39144855	28748	2	"Slc35b3"	"NM_001170431"	-352662
"chr13"	43551736	43552209	474	"*"	"peak17948"	"Promoter (<=1kb)"	13	43551852	43556334	4483	1	"Nol7"	"NM_023554"	0
"chr13"	44884003	44884222	220	"*"	"peak18007"	"Promoter (<=1kb)"	13	44884250	45075119	190870	1	"Jarid2"	"NM_001205044"	-28
"chr13"	45684372	45684531	160	"*"	"peak18039"	"Intron (NM_025508/Gmpr, intron 5 of 8)"	13	45660920	45699862	38943	1	"Gmpr"	"NM_025508"	23452
"chr13"	47168239	47168475	237	"*"	"peak18114"	"Promoter (<=1kb)"	13	47166033	47168326	2294	2	"Nhlrc1"	"NM_175340"	0
"chr13"	48414198	48414616	419	"*"	"peak18158"	"Promoter (<=1kb)"	13	48414592	48419504	4913	1	"Id4"	"NM_031166"	0
"chr13"	48458618	48458852	235	"*"	"peak18165"	"Distal Intergenic"	13	48425894	48427360	1467	2	"A330048O09Rik"	"NR_045162"	-31258
"chr13"	49806069	49806604	536	"*"	"peak18247"	"Promoter (<=1kb)"	13	49617535	49806207	188673	2	"Cenpp"	"NM_025495"	0
"chr13"	49835422	49835691	270	"*"	"peak18248"	"Promoter (<=1kb)"	13	49835606	49887743	52138	1	"Iars"	"NM_172015"	0
"chr13"	51798883	51799377	495	"*"	"peak18327"	"Promoter (<=1kb)"	13	51799268	51804698	5431	1	"Cks2"	"NM_025415"	0
"chr13"	54841524	54842415	892	"*"	"peak18505"	"Promoter (<=1kb)"	13	54827212	54841773	14562	2	"Rnf44"	"NR_027395"	0
"chr13"	55252950	55253460	511	"*"	"peak18526"	"Promoter (<=1kb)"	13	55253122	55282884	29763	1	"Zfp346"	"NM_012017"	0
"chr13"	55510397	55510831	435	"*"	"peak18538"	"Promoter (<=1kb)"	13	55491646	55510596	18951	2	"Lman2"	"NM_025828"	0
"chr13"	55740794	55741054	261	"*"	"peak18555"	"Promoter (<=1kb)"	13	55740948	55745507	4560	1	"Tmed9"	"NM_026211"	0
"chr13"	59732851	59733254	404	"*"	"peak18791"	"Promoter (<=1kb)"	13	59727990	59733037	5048	2	"A230056J06Rik"	"NR_045633"	0
"chr13"	59970587	59971195	609	"*"	"peak18809"	"Promoter (<=1kb)"	13	59919690	59970924	51235	2	"Tut7"	"NM_001373962"	0
"chr13"	64309354	64309807	454	"*"	"peak18951"	"Promoter (<=1kb)"	13	64309680	64334351	24672	1	"Habp4"	"NM_019986"	0
"chr13"	64518107	64518372	266	"*"	"peak18960"	"Promoter (<=1kb)"	13	64509704	64518334	8631	2	"Ctsl"	"NM_009984"	0
"chr13"	65260614	65260997	384	"*"	"peak18978"	"Promoter (<=1kb)"	13	65212844	65260796	47953	2	"Mfsd14b"	"NM_001083901"	0
"chr13"	67080759	67081867	1109	"*"	"peak18986"	"Promoter (<=1kb)"	13	67060159	67081136	20978	2	"Mterf3"	"NM_025547"	0
"chr13"	67673887	67674434	548	"*"	"peak18999"	"Promoter (<=1kb)"	13	67663901	67674350	10450	2	"Zfp87"	"NM_133228"	0
"chr13"	67785844	67786070	227	"*"	"peak19003"	"Promoter (<=1kb)"	13	67765120	67785900	20781	2	"Zfp729a"	"NM_183146"	0
"chr13"	67903031	67903357	327	"*"	"peak19006"	"Promoter (<=1kb)"	13	67895919	67903321	7403	2	"Zfp85"	"NM_001001130"	0
"chr13"	69759335	69760191	857	"*"	"peak19063"	"Promoter (<=1kb)"	13	69760135	69783898	23764	1	"Nsun2"	"NM_145354"	0
"chr13"	70399245	70399394	150	"*"	"peak19107"	"Distal Intergenic"	13	70380941	70396241	15301	1	"4930520P13Rik"	"NR_036596"	18304
"chr13"	71041050	71041211	162	"*"	"peak19133"	"Distal Intergenic"	13	71031067	71032622	1556	1	"8030423J24Rik"	"NR_157373"	9983
"chr13"	74610680	74611343	664	"*"	"peak19328"	"Distal Intergenic"	13	74626499	74642080	15582	2	"Zfp825"	"NM_001374752"	30737
"chr13"	74918587	74919045	459	"*"	"peak19338"	"Promoter (<=1kb)"	13	74841413	74918855	77443	2	"Cast"	"NM_001301155"	0
"chr13"	75855291	75855722	432	"*"	"peak19353"	"Promoter (<=1kb)"	13	75855603	75920477	64875	1	"Ell2"	"NM_138953"	0
"chr13"	76111121	76111270	150	"*"	"peak19360"	"Distal Intergenic"	13	76115858	76147087	31230	1	"Spata9"	"NM_029343"	-4588
"chr13"	76246309	76246458	150	"*"	"peak19364"	"Intron (NM_001360843/Arsk, intron 1 of 7)"	13	76208541	76246779	38239	2	"Arsk"	"NM_001360843"	321
"chr13"	76618056	76618220	165	"*"	"peak19371"	"Intron (NM_030174/Mctp1, intron 1 of 20)"	13	76532258	77181401	649144	1	"Mctp1"	"NM_030174"	85798
"chr13"	81805620	81806079	460	"*"	"peak19408"	"Promoter (<=1kb)"	13	81805925	81820009	14085	1	"Lysmd3"	"NM_030257"	0
"chr13"	85337362	85337644	283	"*"	"peak19428"	"Promoter (<=1kb)"	13	85337504	85361850	24347	1	"Ccnh"	"NM_001347587"	0
"chr13"	90237542	90237919	378	"*"	"peak19443"	"Promoter (<=1kb)"	13	90237786	90263040	25255	1	"Tmem167"	"NM_025335"	0
"chr13"	91070862	91071455	594	"*"	"peak19449"	"Promoter (<=1kb)"	13	91071241	91072851	1611	1	"Rps23"	"NM_024175"	0
"chr13"	91371826	91372222	397	"*"	"peak19457"	"Promoter (<=1kb)"	13	91083468	91372106	288639	2	"Atg10"	"NM_025770"	0
"chr13"	91608652	91609511	860	"*"	"peak19465"	"Promoter (<=1kb)"	13	91609216	91849364	240149	1	"Ssbp2"	"NM_001360775"	0
"chr13"	93328882	93329125	244	"*"	"peak19529"	"Promoter (<=1kb)"	13	93282363	93328925	46563	2	"Tent2"	"NM_001361536"	0
"chr13"	96441385	96441534	150	"*"	"peak19673"	"Distal Intergenic"	13	96524802	96552095	27294	1	"Poc5"	"NM_026173"	-83268
"chr13"	96524551	96524915	365	"*"	"peak19674"	"Promoter (<=1kb)"	13	96524802	96552095	27294	1	"Poc5"	"NM_026173"	0
"chr13"	96678933	96679640	708	"*"	"peak19681"	"Promoter (<=1kb)"	13	96679243	96776675	97433	1	"Cert1"	"NM_001164222"	0
"chr13"	97274336	97274806	471	"*"	"peak19700"	"Promoter (<=1kb)"	13	97274445	97312951	38507	1	"Gfm2"	"NM_001271463"	0
"chr13"	98453416	98453808	393	"*"	"peak19762"	"Promoter (<=1kb)"	13	98446405	98453475	7071	2	"Btf3"	"NM_145455"	0
"chr13"	99304656	99304828	173	"*"	"peak19803"	"Distal Intergenic"	13	99321331	99383540	62210	1	"Zfp366"	"NM_001004149"	-16503
"chr13"	99799475	99799624	150	"*"	"peak19844"	"Distal Intergenic"	13	99653142	99662561	9420	1	"Gm26559"	"NR_167891"	146333
"chr13"	100867280	100867656	377	"*"	"peak19887"	"Promoter (<=1kb)"	13	100833533	100867450	33918	2	"Cdk7"	"NM_009874"	0
"chr13"	101445480	101445643	164	"*"	"peak19908"	"Distal Intergenic"	13	101390827	101429904	39078	1	"4933416M06Rik"	"NR_045846"	54653
"chr13"	104315152	104315424	273	"*"	"peak20010"	"Promoter (<=1kb)"	13	104315347	104339983	24637	1	"Trim23"	"NM_001361538"	0
"chr13"	104365255	104365525	271	"*"	"peak20011"	"Promoter (<=1kb)"	13	104365474	104386125	20652	1	"Cenpk"	"NM_001377093"	0
"chr13"	105215702	105215886	185	"*"	"peak20029"	"Promoter (2-3kb)"	13	105218630	105258290	39661	1	"Nt5el"	"NM_025751"	-2744
"chr13"	107967782	107968115	334	"*"	"peak20079"	"Intron (NM_145456/Zswim6, intron 1 of 13)"	13	107861152	108026598	165447	2	"Zswim6"	"NM_145456"	58483
"chr13"	110052105	110052258	154	"*"	"peak20128"	"Intron (NM_011056/Pde4d, intron 8 of 16)"	13	110040343	110040422	80	1	"Mir1904"	"NR_035442"	11762
"chr13"	112600428	112600970	543	"*"	"peak20219"	"Promoter (<=1kb)"	13	112600604	112643394	42791	1	"Il6st"	"NM_010560"	0
"chr13"	113755047	113755281	235	"*"	"peak20272"	"Promoter (<=1kb)"	13	113728715	113755100	26386	2	"Snx18"	"NM_130796"	0
"chr13"	113944305	113944460	156	"*"	"peak20282"	"Intron (NM_172595/Arl15, intron 1 of 4)"	13	113931044	114293997	362954	1	"Arl15"	"NM_172595"	13261
"chr13"	116439357	116439592	236	"*"	"peak20317"	"Exon (NM_021459/Isl1, exon 4 of 6)"	13	116434806	116446224	11419	2	"Isl1"	"NM_021459"	6632
"chr13"	119565158	119565459	302	"*"	"peak20343"	"Promoter (<=1kb)"	13	119565438	119596859	31422	1	"Paip1"	"NM_145457"	0
"chr13"	119599134	119599407	274	"*"	"peak20344"	"Promoter (<=1kb)"	13	119599295	119622653	23359	1	"4833420G17Rik"	"NM_001113550"	0
"chr13"	120252284	120252860	577	"*"	"peak20370"	"Promoter (<=1kb)"	13	120226722	120252342	25621	2	"Zfp131"	"NM_001302549"	0
"chr14"	4198265	4198814	550	"*"	"peak20423"	"Promoter (<=1kb)"	14	4185696	4198560	12865	2	"Nkiras1"	"NM_001316711"	0
"chr14"	20397832	20398596	765	"*"	"peak20723"	"Promoter (<=1kb)"	14	20369927	20398189	28263	2	"Ecd"	"NM_027475"	0
"chr14"	20529991	20530230	240	"*"	"peak20738"	"Promoter (<=1kb)"	14	20505329	20530201	24873	2	"Anxa7"	"NM_001110794"	0
"chr14"	21102214	21103102	889	"*"	"peak20769"	"Promoter (<=1kb)"	14	21102642	21498637	395996	1	"Adk"	"NM_134079"	0
"chr14"	24169638	24169807	170	"*"	"peak20880"	"Distal Intergenic"	14	24138945	24138998	54	1	"Mir7210"	"NR_106069"	30693
"chr14"	29690140	29690456	317	"*"	"peak21165"	"Promoter (<=1kb)"	14	29690337	29697031	6695	1	"Selenok"	"NM_019979"	0
"chr14"	30201260	30201674	415	"*"	"peak21196"	"Promoter (<=1kb)"	14	30201522	30249013	47492	1	"Dcp1a"	"NM_133761"	0
"chr14"	31058313	31058732	420	"*"	"peak21240"	"Promoter (<=1kb)"	14	31058595	31093940	35346	1	"Capn7"	"NM_001360187"	0
"chr14"	31552428	31552983	556	"*"	"peak21259"	"Promoter (<=1kb)"	14	31421972	31552372	130401	2	"Ankrd28"	"NM_001024604"	-56
"chr14"	31923805	31924007	203	"*"	"peak21279"	"Promoter (<=1kb)"	14	31923906	32020671	96766	1	"Parg"	"NM_001374221"	0
"chr14"	31924063	31924225	163	"*"	"peak21280"	"5' UTR"	14	31923928	32020671	96744	1	"Parg"	"NM_011960"	135
"chr14"	33169057	33169535	479	"*"	"peak21356"	"Promoter (<=1kb)"	14	33099856	33169115	69260	2	"Mapk8"	"NM_001310453"	0
"chr14"	34032222	34032836	615	"*"	"peak21401"	"Promoter (<=1kb)"	14	34032684	34066990	34307	1	"Glud1"	"NM_008133"	0
"chr14"	36861104	36861255	152	"*"	"peak21484"	"Distal Intergenic"	14	36842401	36857279	14879	2	"Ghitm"	"NM_078478"	-3825
"chr14"	45380135	45380347	213	"*"	"peak21575"	"Intron (NM_001310534/Txndc16, intron 18 of 20)"	14	45371905	45456882	84978	2	"Txndc16"	"NM_001310534"	76535
"chr14"	45456824	45457252	429	"*"	"peak21578"	"Promoter (<=1kb)"	14	45457174	45518433	61260	1	"Gpr137c"	"NM_027518"	0
"chr14"	45588395	45588741	347	"*"	"peak21583"	"Promoter (<=1kb)"	14	45588643	45614341	25699	1	"Styx"	"NM_019637"	0
"chr14"	48972962	48973182	221	"*"	"peak21752"	"Intron (NR_029384/Otx2os1, intron 4 of 4)"	14	48906745	49030805	124061	1	"Otx2os1"	"NR_029384"	66217
"chr14"	51168276	51168979	704	"*"	"peak21792"	"Promoter (<=1kb)"	14	51164672	51168306	3635	2	"Pip4p1"	"NM_001033271"	0
"chr14"	51987874	51988133	260	"*"	"peak21815"	"Distal Intergenic"	14	52001349	52011047	9699	2	"Ang4"	"NM_177544"	22914
"chr14"	54294015	54294174	160	"*"	"peak21861"	"Distal Intergenic"	14	54472942	54491386	18445	2	"Dad1"	"NM_001113358"	197212
"chr14"	54491129	54491710	582	"*"	"peak21867"	"Promoter (<=1kb)"	14	54491586	54506626	15041	1	"Abhd4"	"NM_001205181"	0
"chr14"	55131057	55131660	604	"*"	"peak21903"	"Promoter (<=1kb)"	14	55131600	55136384	4785	1	"Pabpn1"	"NM_019402"	0
"chr14"	55919224	55919599	376	"*"	"peak21947"	"Promoter (<=1kb)"	14	55916538	55919274	2737	2	"Tinf2"	"NM_145705"	0
"chr14"	56942231	56942424	194	"*"	"peak21997"	"Distal Intergenic"	14	56933732	56938457	4726	2	"Gm16973"	"NR_046210"	-3774
"chr14"	58183017	58183257	241	"*"	"peak22063"	"Intron (NM_028643/Micu2, intron 4 of 11)"	14	58153737	58236719	82983	2	"Micu2"	"NM_028643"	53462
"chr14"	60488420	60489158	739	"*"	"peak22158"	"Promoter (<=1kb)"	14	60442733	60488928	46196	2	"Nupl1"	"NM_001362440"	0
"chr14"	62998466	62999221	756	"*"	"peak22281"	"Promoter (<=1kb)"	14	62913776	62998561	84786	2	"Ints6"	"NM_008715"	0
"chr14"	65187018	65187811	794	"*"	"peak22386"	"Promoter (<=1kb)"	14	65049049	65187306	138258	2	"Hmbox1"	"NM_001347627"	0
"chr14"	65581027	65581744	718	"*"	"peak22411"	"Distal Intergenic"	14	65596125	65636379	40255	1	"Zfp395"	"NM_199029"	-14381
"chr14"	66071222	66071673	452	"*"	"peak22446"	"Promoter (<=1kb)"	14	66056476	66071418	14943	2	"Esco2"	"NM_028039"	0
"chr14"	66253713	66253878	166	"*"	"peak22457"	"Distal Intergenic"	14	66224236	66246659	22424	2	"Gulo"	"NM_178747"	-7054
"chr14"	67106060	67106334	275	"*"	"peak22504"	"Promoter (<=1kb)"	14	67106299	67108454	2156	1	"Gm5464"	"NR_157372"	0
"chr14"	69969494	69970339	846	"*"	"peak22596"	"Promoter (<=1kb)"	14	69970233	69983318	13086	1	"4930480K23Rik"	"NR_130166"	0
"chr14"	70588830	70589016	187	"*"	"peak22633"	"Promoter (<=1kb)"	14	70540916	70588873	47958	2	"Slc39a14"	"NM_001135151"	0
"chr14"	71216885	71217034	150	"*"	"peak22659"	"3' UTR"	14	71231311	71232067	757	2	"Gm34703"	"NR_166857"	15033
"chr14"	73625998	73626328	331	"*"	"peak22727"	"Distal Intergenic"	14	73599666	73622729	23064	2	"Itm2b"	"NM_008410"	-3269
"chr14"	73747257	73747703	447	"*"	"peak22733"	"Promoter (<=1kb)"	14	73747489	73755985	8497	1	"Med4"	"NM_026119"	0
"chr14"	73762228	73762774	547	"*"	"peak22734"	"Promoter (<=1kb)"	14	73756320	73762689	6370	2	"Nudt15"	"NM_001360484"	0
"chr14"	74969476	74970059	584	"*"	"peak22752"	"Promoter (<=1kb)"	14	74969737	74988205	18469	1	"Esd"	"NM_001285423"	0
"chr14"	76348151	76348383	233	"*"	"peak22817"	"Promoter (<=1kb)"	14	76323672	76348255	24584	2	"Gpalpp1"	"NM_026177"	0
"chr14"	78189537	78189694	158	"*"	"peak22885"	"Intron (NM_178825/Epsti1, intron 6 of 6)"	14	78141679	78240096	98418	1	"Epsti1"	"NM_029495"	47858
"chr14"	78774274	78774529	256	"*"	"peak22903"	"Promoter (<=1kb)"	14	78729686	78774300	44615	2	"Akap11"	"NM_001164503"	0
"chr14"	79627375	79627582	208	"*"	"peak22957"	"Intron (NM_025832/Naa16, intron 1 of 19)"	14	79571947	79628108	56162	2	"Naa16"	"NM_025832"	526
"chr14"	99336936	99337433	498	"*"	"peak23052"	"Promoter (<=1kb)"	14	99314070	99337206	23137	2	"Dis3"	"NM_001360050"	0
"chr14"	99535743	99536187	445	"*"	"peak23055"	"Promoter (<=1kb)"	14	99536127	99550845	14719	1	"Klf5"	"NM_009769"	0
"chr14"	103336876	103337347	472	"*"	"peak23111"	"Promoter (<=1kb)"	14	103317675	103336968	19294	2	"Fbxl3"	"NM_015822"	0
"chr14"	103795651	103795825	175	"*"	"peak23120"	"Intron (NM_022886/Scel, intron 8 of 30)"	14	103750777	103850782	100006	1	"Scel"	"NM_022886"	44874
"chr14"	105677878	105678044	167	"*"	"peak23147"	"Distal Intergenic"	14	105664993	105675150	10158	1	"5430440P10Rik"	"NR_045859"	12885
"chr14"	107796201	107796359	159	"*"	"peak23167"	"Distal Intergenic"	14	106654621	106723954	69334	2	"1700128A07Rik"	"NR_045938"	-1072247
"chr14"	115329551	115329750	200	"*"	"peak23183"	"Promoter (<=1kb)"	14	115329647	116762604	1432958	1	"Gpc5"	"NM_175500"	0
"chr14"	118566849	118566998	150	"*"	"peak23230"	"Distal Intergenic"	14	118603290	118635577	32288	1	"1700044C05Rik"	"NR_045624"	-36292
"chr14"	121102445	121102635	191	"*"	"peak23353"	"Distal Intergenic"	14	121148606	121185456	36851	1	"Ipo5"	"NM_023579"	-45971
"chr15"	4024913	4025773	861	"*"	"peak23519"	"Promoter (<=1kb)"	15	4011517	4025228	13712	2	"AW549877"	"NM_145930"	0
"chr15"	9373572	9373737	166	"*"	"peak23647"	"Distal Intergenic"	15	9335684	9370956	35273	1	"Ugt3a2"	"NM_144845"	37888
"chr15"	10485972	10486226	255	"*"	"peak23655"	"Promoter (<=1kb)"	15	10474865	10486023	11159	2	"Brix1"	"NM_026396"	0
"chr15"	12204898	12205226	329	"*"	"peak23724"	"Promoter (<=1kb)"	15	12205114	12272326	67213	1	"Mtmr12"	"NM_001356498"	0
"chr15"	12824638	12825007	370	"*"	"peak23760"	"Promoter (<=1kb)"	15	12808263	12824743	16481	2	"6030458C11Rik"	"NM_001357761"	0
"chr15"	30709393	30709587	195	"*"	"peak23920"	"Intron (NM_001355502/Ctnnd2, intron 9 of 21)"	15	31039272	31043477	4206	1	"4930430F21Rik"	"NR_045186"	-329685
"chr15"	32778866	32779175	310	"*"	"peak23996"	"Promoter (<=1kb)"	15	32779093	32796150	17058	1	"Gm32618"	"NR_166840"	0
"chr15"	32920713	32921217	505	"*"	"peak23997"	"Promoter (<=1kb)"	15	32920869	33034867	113999	1	"Sdc2"	"NM_008304"	0
"chr15"	34357564	34357848	285	"*"	"peak24021"	"Intron (NM_001358780/Matn2, intron 4 of 18)"	15	34349197	34358018	8822	2	"9430069I07Rik"	"NM_001256161"	170
"chr15"	34443080	34443811	732	"*"	"peak24024"	"Promoter (<=1kb)"	15	34440651	34443371	2721	2	"Rpl30"	"NM_009083"	0
"chr15"	37960820	37961730	911	"*"	"peak24198"	"Promoter (<=1kb)"	15	37924196	37961100	36905	2	"Rrm2b"	"NM_001357022"	0
"chr15"	38519415	38520096	682	"*"	"peak24238"	"Promoter (<=1kb)"	15	38487674	38519510	31837	2	"Azin1"	"NM_001102458"	0
"chr15"	38975978	38976419	442	"*"	"peak24262"	"Promoter (<=1kb)"	15	38976269	39010250	33982	1	"Dcaf13"	"NM_198606"	0
"chr15"	39062276	39062485	210	"*"	"peak24266"	"Intron (NM_001256382/Rims2, intron 1 of 26)"	15	39061681	39547768	486088	1	"Rims2"	"NM_053271"	595
"chr15"	43340407	43340703	297	"*"	"peak24299"	"Promoter (<=1kb)"	15	43340625	43391173	50549	1	"Emc2"	"NM_025736"	0
"chr15"	44212600	44212788	189	"*"	"peak24307"	"Distal Intergenic"	15	44291507	44301081	9575	1	"Eny2"	"NM_175009"	-78719
"chr15"	44562780	44562929	150	"*"	"peak24315"	"Intron (NM_001285841/Sybu, intron 1 of 3)"	15	44535253	44569884	34632	2	"Sybu"	"NM_001285841"	6955
"chr15"	50751992	50752183	192	"*"	"peak24334"	"Intron (NM_001310481/Trps1, intron 1 of 5)"	15	50518155	50752445	234291	2	"Trps1"	"NM_001310481"	262
"chr15"	51662203	51662504	302	"*"	"peak24341"	"Intron (NM_080635/Eif3h, intron 3 of 7)"	15	51649959	51728857	78899	2	"Eif3h"	"NM_080635"	66353
"chr15"	51728838	51729096	259	"*"	"peak24342"	"Promoter (<=1kb)"	15	51649959	51728857	78899	2	"Eif3h"	"NM_080635"	0
"chr15"	51740681	51740900	220	"*"	"peak24343"	"Promoter (<=1kb)"	15	51740837	51748018	7182	1	"Utp23"	"NM_030132"	0
"chr15"	51855055	51855395	341	"*"	"peak24349"	"Promoter (<=1kb)"	15	51826000	51855156	29157	2	"Rad21"	"NM_009009"	0
"chr15"	57998388	57998780	393	"*"	"peak24473"	"Promoter (<=1kb)"	15	57957443	57998478	41036	2	"Atad2"	"NM_027435"	0
"chr15"	58287160	58287406	247	"*"	"peak24494"	"Promoter (<=1kb)"	15	58287317	58329650	42334	1	"Fam91a1"	"NM_145959"	0
"chr15"	58695256	58695713	458	"*"	"peak24511"	"Promoter (<=1kb)"	15	58654118	58695276	41159	2	"Tmem65"	"NM_175212"	0
"chr15"	68130657	68130907	251	"*"	"peak24743"	"Promoter (<=1kb)"	15	67955587	68130705	175119	2	"Zfat"	"NM_001145888"	0
"chr15"	68737957	68738173	217	"*"	"peak24757"	"Distal Intergenic"	15	68750164	68755425	5262	1	"Gm41341"	"NR_155443"	-11991
"chr15"	71676021	71676170	150	"*"	"peak24785"	"Exon (NM_027174/Col22a1, exon 62 of 64)"	15	71317527	71599687	282161	2	"Fam135b"	"NM_177819"	-76334
"chr15"	76361437	76361660	224	"*"	"peak25059"	"Promoter (<=1kb)"	15	76337188	76361449	24262	2	"Bop1"	"NM_013481"	0
"chr15"	77191041	77191474	434	"*"	"peak25139"	"Promoter (<=1kb)"	15	76963190	77191253	228064	2	"Rbfox2"	"NM_001110827"	0
"chr15"	78947038	78947436	399	"*"	"peak25248"	"Promoter (<=1kb)"	15	78937294	78947059	9766	2	"Ankrd54"	"NM_144849"	0
"chr15"	79212259	79212611	353	"*"	"peak25263"	"Promoter (<=1kb)"	15	79170428	79212571	42144	2	"Pla2g6"	"NM_001199023"	0
"chr15"	79430725	79431203	479	"*"	"peak25273"	"Promoter (<=1kb)"	15	79411897	79430942	19046	2	"Ddx17"	"NM_001040187"	0
"chr15"	80595156	80595508	353	"*"	"peak25332"	"Promoter (<=1kb)"	15	80595514	80825287	229774	1	"Tnrc6b"	"NM_144812"	-6
"chr15"	81244848	81245235	388	"*"	"peak25367"	"Promoter (<=1kb)"	15	81203122	81244966	41845	2	"Slc25a17"	"NM_011399"	0
"chr15"	81283649	81284456	808	"*"	"peak25368"	"Promoter (<=1kb)"	15	81249245	81283895	34651	2	"St13"	"NM_133726"	0
"chr15"	81614095	81614400	306	"*"	"peak25389"	"Promoter (<=1kb)"	15	81588449	81614120	25672	2	"Rangap1"	"NM_001146174"	0
"chr15"	81695008	81695288	281	"*"	"peak25392"	"Promoter (<=1kb)"	15	81695615	81711064	15450	1	"Tef"	"NM_017376"	-327
"chr15"	81756509	81756743	235	"*"	"peak25399"	"Promoter (<=1kb)"	15	81756664	81799338	42675	1	"Aco2"	"NM_080633"	0
"chr15"	85518605	85519137	533	"*"	"peak25657"	"Distal Intergenic"	15	85419638	85466022	46385	2	"Wnt7b"	"NM_009528"	-52583
