X,norm_foldChange,LOGFC,pvalue,pvalue.adj.FDR,STATE
Mmp15,0.766626735,-0.383403784,2.10E-08,6.02E-08,DOWN
Ints13,0.766611001,-0.383433394,2.01E-07,5.45E-07,DOWN
Reep2,0.76653413,-0.383578066,3.41E-08,9.68E-08,DOWN
Gm45051,0.766513156,-0.383617541,8.71E-11,2.80E-10,DOWN
Ntmt1,0.766447707,-0.383740731,0,0,DOWN
Tes,0.766388123,-0.383852891,4.57E-07,1.22E-06,DOWN
Tcea3,0.766349284,-0.383926007,9.57E-13,3.35E-12,DOWN
Rpf1,0.766305998,-0.384007498,3.27E-11,1.07E-10,DOWN
Mri1,0.766300754,-0.38401737,0,0,DOWN
Arl16,0.766288839,-0.384039802,2.21E-10,6.94E-10,DOWN
Vamp2,0.766285976,-0.384045193,3.98E-11,1.30E-10,DOWN
Upf3b,0.766221024,-0.384167482,0,0,DOWN
Casp9,0.766215507,-0.384177872,2.77E-06,7.04E-06,DOWN
Ifnar1,0.766210475,-0.384187346,0,0,DOWN
Mrpl54,0.766164055,-0.384274753,0,0,DOWN
Ipo4,0.7659391,-0.384698407,1.14E-10,3.62E-10,DOWN
Neu1,0.765860419,-0.384846616,1.78E-07,4.85E-07,DOWN
Wdr33,0.765853338,-0.384859954,1.05E-11,3.53E-11,DOWN
Wsb1,0.765840298,-0.384884519,0,0,DOWN
Hist1h1a,0.765790119,-0.384979049,0.017234504,0.031899389,DOWN
Dnm2,0.765752409,-0.385050094,7.14E-13,2.51E-12,DOWN
Acsm3,0.765695669,-0.385156998,2.24E-05,5.33E-05,DOWN
Tm9sf2,0.765635799,-0.385269807,0,0,DOWN
Taf5l,0.765541854,-0.385446839,1.02E-07,2.82E-07,DOWN
Eif2s3x,0.765393366,-0.385726698,4.11E-15,1.58E-14,DOWN
Tyk2,0.765353099,-0.385802599,0.005295549,0.010378163,DOWN
Cst12,0.765347396,-0.385813351,4.46E-12,1.53E-11,DOWN
Fam69b,0.765251113,-0.385994857,6.87E-11,2.22E-10,DOWN
Serhl,0.765248886,-0.385999056,8.55E-06,2.09E-05,DOWN
Rit1,0.765192952,-0.386104509,0,0,DOWN
Nelfe,0.765145923,-0.386193181,0,0,DOWN
Pfdn5,0.765139171,-0.386205912,0,0,DOWN
Zfp141,0.765107455,-0.386265715,0.000630423,0.001348773,DOWN
Camsap3,0.765086093,-0.386305995,1.17E-06,3.05E-06,DOWN
Klhl23,0.765085027,-0.386308006,0,0,DOWN
Mrpl58,0.765052084,-0.386370126,0,0,DOWN
Zfp120,0.764983612,-0.386499253,5.68E-05,0.000131284,DOWN
H2afj,0.764978476,-0.386508939,0,0,DOWN
Rab36,0.764959875,-0.38654402,4.66E-06,1.17E-05,DOWN
Taf1c,0.764939739,-0.386581997,0.005711062,0.011157123,DOWN
Psmd4,0.764884086,-0.386686962,0,0,DOWN
Dnajb6,0.764804265,-0.386837526,0,0,DOWN
Tril,0.764766813,-0.386908177,9.98E-11,3.20E-10,DOWN
Krt10,0.764742817,-0.386953444,3.79E-11,1.24E-10,DOWN
Amd1,0.764708495,-0.387018194,7.55E-15,2.88E-14,DOWN
Vamp3,0.764676057,-0.387079392,0,0,DOWN
Atad3a,0.76464879,-0.387130837,7.65E-14,2.81E-13,DOWN
Smim12,0.764566028,-0.387286997,1.33E-15,5.22E-15,DOWN
Pip5k1c,0.764546251,-0.387324315,3.01E-05,7.08E-05,DOWN
Rab35,0.76454158,-0.387333129,6.82E-12,2.31E-11,DOWN
Alkbh8,0.764541072,-0.387334089,8.36E-10,2.57E-09,DOWN
Pfdn6,0.764541,-0.387334224,0,0,DOWN
Skil,0.76449508,-0.387420877,1.84E-08,5.29E-08,DOWN
Dhx35,0.764476244,-0.387456423,0.003540115,0.007063096,DOWN
Wbp4,0.764425662,-0.387551884,0,0,DOWN
Hap1,0.764395564,-0.387608689,0.000291153,0.000639367,DOWN
Thnsl2,0.764316497,-0.387757925,0.000209579,0.000465188,DOWN
Chac2,0.764308519,-0.387772984,8.21E-06,2.01E-05,DOWN
Trip4,0.764174883,-0.388025255,1.11E-11,3.71E-11,DOWN
Cox6c,0.764094596,-0.388176838,0,0,DOWN
Mink1,0.763945665,-0.388458063,6.45E-07,1.71E-06,DOWN
Mllt10,0.763878328,-0.388585233,1.11E-15,4.36E-15,DOWN
Pop7,0.763870685,-0.388599669,0,0,DOWN
Rad51d,0.763779986,-0.388770978,2.08E-06,5.34E-06,DOWN
Itfg2,0.763748512,-0.38883043,3.90E-12,1.34E-11,DOWN
Parp2,0.76374265,-0.388841504,1.51E-13,5.49E-13,DOWN
Coa6,0.763724929,-0.388874979,0,0,DOWN
1700086O06Rik,0.763707952,-0.38890705,0.000981893,0.00206853,DOWN
Guk1,0.763655787,-0.389005596,0,0,DOWN
Prkar2a,0.763654074,-0.389008832,7.41E-08,2.06E-07,DOWN
Clp1,0.763645632,-0.38902478,2.14E-07,5.79E-07,DOWN
Lca5l,0.763626871,-0.389060226,0.001257253,0.002623764,DOWN
Ralgds,0.763621024,-0.389071271,1.91E-06,4.90E-06,DOWN
Ube2e1,0.763518338,-0.389265287,0,0,DOWN
Saal1,0.763476257,-0.389344803,3.95E-09,1.17E-08,DOWN
Cnpy3,0.763427512,-0.389436916,9.58E-13,3.36E-12,DOWN
Fbxw9,0.763424926,-0.389441804,7.17E-14,2.64E-13,DOWN
Fam83g,0.76338286,-0.389521301,0.001552925,0.003211001,DOWN
Tssc4,0.76338185,-0.38952321,6.23E-14,2.30E-13,DOWN
Sgcb,0.763236776,-0.389797406,2.86E-08,8.13E-08,DOWN
Bysl,0.763216498,-0.389835737,1.81E-06,4.66E-06,DOWN
Zfp317,0.763108186,-0.390040491,1.98E-05,4.73E-05,DOWN
Fmr1,0.763030778,-0.390186844,2.89E-15,1.12E-14,DOWN
Zfp277,0.763030056,-0.390188208,0,0,DOWN
Ywhag,0.762981513,-0.390279993,0,0,DOWN
Tbcc,0.762921476,-0.39039352,0,0,DOWN
H3f3b,0.762911443,-0.390412493,0,0,DOWN
Tob2,0.762901479,-0.390431335,5.04E-06,1.26E-05,DOWN
Trmt1,0.762762392,-0.390694382,0,0,DOWN
Rexo2,0.76271798,-0.390778385,0,0,DOWN
Ndufb7,0.762709308,-0.390794788,0,0,DOWN
Trim23,0.762668469,-0.390872039,7.32E-07,1.93E-06,DOWN
Chrnb1,0.762598008,-0.391005332,6.18E-05,0.000142558,DOWN
Gstm2,0.76257672,-0.391045606,0,0,DOWN
Rnf220,0.762442522,-0.391299513,0,0,DOWN
Pdgfd,0.762424582,-0.391333459,2.21E-05,5.27E-05,DOWN
Rgn,0.762376035,-0.391425326,0.000215971,0.000479215,DOWN
Lamp1,0.762201532,-0.391755588,0,0,DOWN
Actr3,0.762163539,-0.391827502,0,0,DOWN
Ethe1,0.762125707,-0.391899116,1.83E-05,4.39E-05,DOWN
Fastkd3,0.761886512,-0.392351979,7.13E-05,0.00016377,DOWN
Spaca9,0.761837132,-0.392445488,0.014825175,0.027675526,DOWN
Zfp637,0.761792983,-0.392529097,0,0,DOWN
Rnf219,0.761739342,-0.392630685,1.42E-08,4.12E-08,DOWN
Idh3b,0.761724289,-0.392659195,0,0,DOWN
Pnpla6,0.761720986,-0.392665452,3.43E-06,8.68E-06,DOWN
Ankrd44,0.761606038,-0.392883179,5.73E-06,1.42E-05,DOWN
Rint1,0.761570397,-0.392950694,4.47E-11,1.45E-10,DOWN
Ddx59,0.761484726,-0.393112995,0.002087738,0.004262061,DOWN
Csf2ra,0.761462834,-0.393154473,8.40E-14,3.08E-13,DOWN
Prrc1,0.76146022,-0.393159425,9.71E-12,3.26E-11,DOWN
Mid2,0.761424819,-0.393226499,0.002218565,0.004519351,DOWN
Mafk,0.761411323,-0.39325207,0.000646469,0.001381163,DOWN
6230400D17Rik,0.761243027,-0.393570987,0.00815689,0.015666169,DOWN
Sec61a1,0.761212236,-0.393629342,0,0,DOWN
Gatad2b,0.760815372,-0.3943817,0,0,DOWN
Hist1h2bp,0.760742539,-0.394519816,0.01012482,0.019281103,DOWN
Large2,0.760742539,-0.394519816,0.003184964,0.006382184,DOWN
Zfp276,0.760742539,-0.394519816,0.001631924,0.003365907,DOWN
Smyd5,0.760742539,-0.394519816,6.91E-07,1.82E-06,DOWN
Tm7sf3,0.760705964,-0.394589178,0,0,DOWN
Pqlc1,0.760675112,-0.394647692,0,0,DOWN
Lyrm9,0.760587759,-0.394813375,3.51E-12,1.20E-11,DOWN
Spsb3,0.760507379,-0.394965849,8.50E-11,2.73E-10,DOWN
Ivd,0.760496184,-0.394987086,1.80E-12,6.25E-12,DOWN
Mettl2,0.76048201,-0.395013974,1.92E-11,6.38E-11,DOWN
Cry1,0.760436405,-0.395100494,1.14E-08,3.32E-08,DOWN
Aurkaip1,0.760431078,-0.3951106,0,0,DOWN
Mtpn,0.760424474,-0.39512313,0,0,DOWN
Surf6,0.760376797,-0.395213586,7.33E-06,1.80E-05,DOWN
Rbms1,0.760376797,-0.395213586,0,0,DOWN
3300002I08Rik,0.760322239,-0.395317105,0.015319362,0.02854959,DOWN
Mrpl33,0.760271609,-0.395413178,0,0,DOWN
Cep120,0.760271491,-0.395413402,8.43E-06,2.07E-05,DOWN
Cisd2,0.760269293,-0.395417573,3.33E-16,1.34E-15,DOWN
Otud5,0.76025264,-0.395449174,1.01E-10,3.25E-10,DOWN
Atg101,0.760230377,-0.395491421,0,0,DOWN
Pir,0.760196714,-0.395555305,0.000284134,0.00062423,DOWN
Dpm3,0.760195242,-0.3955581,0,0,DOWN
Timp1,0.760144706,-0.39565401,1.11E-16,4.51E-16,DOWN
Ptpra,0.760117106,-0.395706393,0,0,DOWN
Otud1,0.760072281,-0.395791473,0.001240962,0.002591131,DOWN
Eif3b,0.759987459,-0.395952482,0,0,DOWN
Bcap29,0.759904585,-0.396109813,4.11E-15,1.58E-14,DOWN
Ccdc191,0.759855375,-0.396203241,4.36E-05,0.000101725,DOWN
Timm22,0.75981029,-0.396288845,0,0,DOWN
Zdhhc20,0.759798085,-0.39631202,0,0,DOWN
Dcun1d2,0.759774981,-0.39635589,0.003839853,0.007641859,DOWN
Dctn4,0.75976385,-0.396377026,0,0,DOWN
Fto,0.759758896,-0.396386433,0,0,DOWN
Itpkc,0.759721408,-0.39645762,0.006354719,0.012360874,DOWN
Paip2b,0.759700426,-0.396497465,4.09E-08,1.15E-07,DOWN
Cetn2,0.759700426,-0.396497465,0,0,DOWN
Mon1b,0.759655764,-0.396582282,0.022332113,0.040642679,DOWN
Taz,0.759623316,-0.396643907,0,0,DOWN
Cep41,0.759613422,-0.396662698,0.007834483,0.015087956,DOWN
Dynlt1a,0.7595302,-0.396820766,3.84E-14,1.43E-13,DOWN
Slc44a2,0.759504121,-0.396870303,8.68E-09,2.54E-08,DOWN
Pdhx,0.759351784,-0.397159698,1.48E-07,4.03E-07,DOWN
Mkrn1,0.759275542,-0.397304558,0,0,DOWN
Prmt1,0.759210328,-0.397428476,0,0,DOWN
Ss18,0.759119482,-0.397601118,8.05E-14,2.95E-13,DOWN
Cabin1,0.759054181,-0.397725227,0,0,DOWN
Gm20522,0.759003699,-0.397821179,0.016963464,0.031435946,DOWN
Wdr46,0.758985627,-0.397855529,4.91E-11,1.59E-10,DOWN
Serpinb6b,0.758959977,-0.397904287,0,0,DOWN
Nat6,0.758909424,-0.398000385,2.78E-05,6.57E-05,DOWN
Cdc7,0.758840682,-0.39813107,0.005983433,0.011674242,DOWN
Ccnc,0.75883711,-0.398137862,1.38E-08,4.00E-08,DOWN
Dus1l,0.758778357,-0.398249566,3.23E-09,9.63E-09,DOWN
Wnk4,0.758772068,-0.398261524,4.70E-05,0.000109244,DOWN
Mrps33,0.758744045,-0.398314807,0,0,DOWN
Mcm5,0.758699555,-0.398399403,0.0003277,0.000715573,DOWN
Hmox2,0.75866755,-0.398460262,0,0,DOWN
Sgk1,0.758599602,-0.39858948,0.018903552,0.034790131,DOWN
Dnmt3b,0.758553351,-0.398677441,0.002027573,0.004142654,DOWN
Mdm2,0.758510384,-0.398759164,5.68E-12,1.93E-11,DOWN
Actg1,0.758432453,-0.398907397,0,0,DOWN
Snap47,0.758344881,-0.399073987,0,0,DOWN
Ell2,0.758341343,-0.399080718,0.004782191,0.009422483,DOWN
G3bp1,0.758251851,-0.39925098,0,0,DOWN
2010320M18Rik,0.758236035,-0.399281073,0,0,DOWN
2810405F17Rik,0.758194239,-0.399360601,2.12E-05,5.06E-05,DOWN
Mrps16,0.758129851,-0.399483123,0,0,DOWN
Ddx20,0.758096478,-0.399546633,4.29E-06,1.08E-05,DOWN
Prkcd,0.758090548,-0.399557918,0,0,DOWN
Msmo1,0.758064149,-0.399608157,2.80E-11,9.20E-11,DOWN
Tcf7l2,0.758046043,-0.399642616,0,0,DOWN
2010015M23Rik,0.757969901,-0.399787535,0.01829017,0.033739711,DOWN
Rel,0.757812971,-0.400086261,0.000113513,0.00025712,DOWN
Paqr8,0.757716076,-0.400270737,0.006053293,0.011803563,DOWN
Ppp1r18,0.757699569,-0.400302169,0.015441605,0.028761653,DOWN
Acad9,0.757699569,-0.400302169,3.41E-09,1.01E-08,DOWN
Plpbp,0.75766463,-0.400368694,1.25E-09,3.82E-09,DOWN
Atp5j,0.757659861,-0.400377776,0,0,DOWN
Fah,0.757632934,-0.400429049,2.50E-05,5.94E-05,DOWN
Snu13,0.757606363,-0.400479648,0,0,DOWN
Stk40,0.757462013,-0.400754556,8.88E-07,2.33E-06,DOWN
Ccdc112,0.757458758,-0.400760756,4.25E-11,1.38E-10,DOWN
Cdc123,0.75741429,-0.400845454,0,0,DOWN
Avl9,0.757387711,-0.400896081,0,0,DOWN
Psmd10,0.757379333,-0.400912041,0,0,DOWN
Gm20300,0.757366819,-0.400935878,0.002296345,0.004671059,DOWN
BC022687,0.757361461,-0.400946085,0.000204288,0.000453902,DOWN
Imp4,0.757325141,-0.401015273,1.78E-15,6.92E-15,DOWN
D930016D06Rik,0.757296982,-0.401068915,0.00017812,0.000397814,DOWN
Tbca,0.757291263,-0.40107981,0,0,DOWN
Nudt22,0.757263051,-0.401133558,8.94E-07,2.34E-06,DOWN
Tceal3,0.757211342,-0.401232074,0.000427643,0.000926551,DOWN
Itsn2,0.757135679,-0.40137624,1.49E-13,5.40E-13,DOWN
Ltbr,0.757077058,-0.401487944,4.72E-12,1.61E-11,DOWN
Nkap,0.756943143,-0.401743156,5.94E-12,2.02E-11,DOWN
Cox7a1,0.75693708,-0.401754712,1.38E-14,5.19E-14,DOWN
Mtf1,0.756806836,-0.402002975,8.54E-08,2.37E-07,DOWN
Zmym3,0.756705078,-0.402196968,0,0,DOWN
Slf2,0.756696123,-0.402214042,0,0,DOWN
Csnk1d,0.756651106,-0.402299872,0,0,DOWN
Zfp655,0.756614478,-0.402369711,1.76E-11,5.83E-11,DOWN
Lrrc14,0.75657758,-0.402440071,4.35E-10,1.35E-09,DOWN
Polr2e,0.756429285,-0.402722877,0,0,DOWN
Socs2,0.75630964,-0.402951086,0,0,DOWN
Fhod3,0.756305961,-0.402958105,1.45E-05,3.49E-05,DOWN
Aldoa,0.756275545,-0.403016126,0,0,DOWN
Lonp1,0.756228355,-0.40310615,0,0,DOWN
Sin3a,0.756223276,-0.40311584,3.99E-13,1.42E-12,DOWN
Actb,0.756210654,-0.403139921,0,0,DOWN
Nfs1,0.756128199,-0.403297236,0,0,DOWN
Map2k5,0.756098129,-0.40335461,2.79E-10,8.74E-10,DOWN
Pomt1,0.756083446,-0.403382628,9.44E-05,0.000215191,DOWN
Tfb1m,0.756013974,-0.403515193,0.006989837,0.013547003,DOWN
Lpcat1,0.75595046,-0.403636403,3.46E-07,9.28E-07,DOWN
Gdi2,0.755824627,-0.403876568,0,0,DOWN
Zfp454,0.755754063,-0.404011265,0.014983559,0.027955371,DOWN
Dstn,0.755751947,-0.404015304,0,0,DOWN
4930481A15Rik,0.75565396,-0.404202369,0.003235767,0.006480049,DOWN
Ptpre,0.75565396,-0.404202369,4.33E-05,0.000101048,DOWN
Arl6,0.755635876,-0.404236895,2.03E-12,7.03E-12,DOWN
Cables2,0.755587459,-0.404329339,5.09E-07,1.35E-06,DOWN
Pign,0.755586193,-0.404331756,3.24E-11,1.06E-10,DOWN
Qdpr,0.755356152,-0.404771055,0,0,DOWN
S1pr2,0.75519944,-0.4050704,8.57E-05,0.00019589,DOWN
AC129328.1,0.755192057,-0.405084505,0.002915155,0.005862305,DOWN
Pip4k2c,0.755124464,-0.405213637,3.49E-10,1.09E-09,DOWN
Palld,0.755112659,-0.405236191,3.33E-16,1.34E-15,DOWN
Cisd1,0.755109714,-0.405241818,0,0,DOWN
Hmgxb3,0.755107409,-0.405246223,0.000480091,0.001037463,DOWN
Scyl3,0.754994307,-0.405462329,3.93E-05,9.19E-05,DOWN
Nmnat2,0.754985568,-0.405479028,0.006604475,0.012823997,DOWN
Shoc2,0.754977004,-0.405495394,2.22E-16,8.96E-16,DOWN
Prdx5,0.754900733,-0.405641147,0,0,DOWN
Abhd17b,0.754870448,-0.405699027,6.66E-16,2.64E-15,DOWN
Med22,0.75479512,-0.405842998,3.26E-12,1.12E-11,DOWN
Ormdl1,0.754723731,-0.405979457,2.22E-16,8.96E-16,DOWN
St6galnac4,0.754691178,-0.406041686,1.72E-07,4.69E-07,DOWN
Flot2,0.754640852,-0.406137893,2.09E-11,6.92E-11,DOWN
Acadm,0.75451232,-0.406383638,0,0,DOWN
Slc25a4,0.754475343,-0.406454342,0,0,DOWN
Sub1,0.754469421,-0.406465667,0,0,DOWN
Pick1,0.754447797,-0.406507016,6.47E-10,1.99E-09,DOWN
Tcf25,0.754407549,-0.406583982,0,0,DOWN
Nrbp1,0.754383094,-0.406630749,0,0,DOWN
Psmg4,0.754362685,-0.406669781,0,0,DOWN
Klhl12,0.754353829,-0.406686718,9.45E-10,2.89E-09,DOWN
Rtca,0.754259513,-0.406867108,3.10E-12,1.06E-11,DOWN
Ormdl2,0.754245631,-0.40689366,4.00E-15,1.54E-14,DOWN
Uso1,0.754228833,-0.406925792,1.99E-14,7.45E-14,DOWN
Trmt2b,0.754215032,-0.406952191,9.84E-10,3.01E-09,DOWN
Stk39,0.754175799,-0.407027239,0,0,DOWN
Rbm4,0.754127386,-0.407119853,0.000560612,0.001204422,DOWN
Nr1h2,0.754096426,-0.407179083,0,0,DOWN
Ppp2r5d,0.754078554,-0.407213275,3.10E-11,1.02E-10,DOWN
Fam109b,0.754051495,-0.407265044,0.001508664,0.003125033,DOWN
Psmd7,0.753999768,-0.407364016,0,0,DOWN
Aph1b,0.753993425,-0.407376153,0.000319828,0.000699155,DOWN
Oxnad1,0.753940605,-0.407477221,2.24E-12,7.75E-12,DOWN
Parp12,0.753874206,-0.407604285,2.07E-07,5.60E-07,DOWN
Carnmt1,0.753871882,-0.407608733,0,0,DOWN
Arfrp1,0.753863484,-0.407624804,1.11E-15,4.36E-15,DOWN
Acsl3,0.753832568,-0.407683969,3.04E-10,9.48E-10,DOWN
Pros1,0.753665864,-0.408003045,2.13E-05,5.09E-05,DOWN
Snapc3,0.753661568,-0.408011269,1.24E-11,4.15E-11,DOWN
Arpc1a,0.75365739,-0.408019267,0,0,DOWN
Yes1,0.753547564,-0.408229517,1.05E-13,3.82E-13,DOWN
Smug1,0.753540242,-0.408243535,0.000264475,0.000582462,DOWN
Lsm6,0.753504065,-0.408312801,0,0,DOWN
Yaf2,0.753497372,-0.408325616,0,0,DOWN
Rpusd4,0.753479168,-0.40836047,4.75E-10,1.47E-09,DOWN
Uba7,0.753477257,-0.408364128,3.69E-06,9.31E-06,DOWN
2900093K20Rik,0.753468015,-0.408381824,2.00E-06,5.14E-06,DOWN
Osbpl8,0.753462706,-0.408391991,6.40E-06,1.58E-05,DOWN
Micalcl,0.75326454,-0.408771479,0.006192633,0.012064568,DOWN
Mau2,0.75326373,-0.408773031,1.60E-13,5.79E-13,DOWN
Sh2d3c,0.753229032,-0.408839487,0.00022868,0.000506391,DOWN
Lifr,0.753201651,-0.408891934,0.000115344,0.000261118,DOWN
Ginm1,0.753124367,-0.409039972,0,0,DOWN
Sap30,0.75310268,-0.409081516,1.16E-11,3.87E-11,DOWN
Ncln,0.753099286,-0.409088018,1.02E-10,3.27E-10,DOWN
Cog6,0.752989748,-0.409297871,3.78E-07,1.01E-06,DOWN
Gtpbp6,0.752974769,-0.409326571,2.27E-11,7.51E-11,DOWN
Gulo,0.752928265,-0.409415676,0.020493306,0.037468496,DOWN
Ndufaf4,0.752899832,-0.409470157,2.66E-15,1.03E-14,DOWN
Gprasp2,0.752796588,-0.409668007,1.42E-11,4.75E-11,DOWN
4933431E20Rik,0.752734722,-0.409786573,0.001477888,0.003064171,DOWN
Mmab,0.752709853,-0.409834237,7.34E-06,1.81E-05,DOWN
Hyal1,0.752696223,-0.409860362,0.000882651,0.00186881,DOWN
Psmb3,0.752663597,-0.409922899,0,0,DOWN
Snd1,0.752652644,-0.409943894,3.33E-16,1.34E-15,DOWN
Rpl37,0.752637527,-0.40997287,0,0,DOWN
Plekha5,0.752627011,-0.409993028,8.93E-11,2.86E-10,DOWN
Optn,0.752553242,-0.410134441,5.70E-09,1.68E-08,DOWN
Prr5l,0.752536278,-0.410166962,0.000381091,0.000828411,DOWN
Nap1l3,0.752531881,-0.410175391,0.000426144,0.000923405,DOWN
Ndufa7,0.752510548,-0.41021629,0,0,DOWN
Cirbp,0.752453213,-0.410326216,0,0,DOWN
Galnt12,0.752382731,-0.41046136,2.70E-07,7.27E-07,DOWN
Rangap1,0.75233417,-0.410554478,1.08E-06,2.83E-06,DOWN
Ccdc34,0.752309365,-0.410602045,0,0,DOWN
Snx20,0.752253566,-0.410709054,0.005884683,0.01148837,DOWN
Btbd1,0.752229208,-0.410755771,0,0,DOWN
Coq10a,0.752188567,-0.410833716,1.45E-06,3.76E-06,DOWN
Ndufv2,0.752187291,-0.410836164,0,0,DOWN
5730480H06Rik,0.752121567,-0.410962229,1.28E-10,4.08E-10,DOWN
Ttc14,0.752065548,-0.411069686,0,0,DOWN
Smdt1,0.75197633,-0.411240844,0,0,DOWN
Dxo,0.751947827,-0.411295529,7.75E-11,2.49E-10,DOWN
Ybey,0.75192789,-0.411333782,0.000259605,0.000571928,DOWN
Cox7a2,0.751866951,-0.411450707,0,0,DOWN
Suclg2,0.751856707,-0.411470364,0,0,DOWN
Ss18l2,0.751792626,-0.411593329,5.55E-16,2.21E-15,DOWN
Dnajc11,0.751735862,-0.411702265,9.47E-14,3.46E-13,DOWN
Naa50,0.751728605,-0.411716193,0,0,DOWN
Cluap1,0.75168608,-0.411797807,3.49E-11,1.14E-10,DOWN
Rsbn1l,0.751644924,-0.411876799,0,0,DOWN
Mrpl35,0.751632376,-0.411900884,0,0,DOWN
Zfp27,0.751590749,-0.411980786,0.000922085,0.001948133,DOWN
Mus81,0.751590749,-0.411980786,9.82E-08,2.71E-07,DOWN
Net1,0.751480141,-0.412193116,2.14E-05,5.11E-05,DOWN
Mmadhc,0.751428562,-0.41229214,0,0,DOWN
Bax,0.75138383,-0.412378025,0,0,DOWN
Sfmbt1,0.751346194,-0.412450291,1.75E-06,4.51E-06,DOWN
Atf2,0.751339581,-0.412462988,0,0,DOWN
Naa10,0.75131741,-0.412505561,0,0,DOWN
Acss2,0.751287685,-0.412562642,8.01E-05,0.00018327,DOWN
Unc45a,0.751250705,-0.412633655,5.24E-09,1.55E-08,DOWN
Dennd6a,0.751250705,-0.412633655,3.06E-11,1.00E-10,DOWN
Ift46,0.751240774,-0.412652726,6.54E-12,2.22E-11,DOWN
Sdr39u1,0.751203447,-0.412724411,1.60E-08,4.61E-08,DOWN
Cd63,0.751145921,-0.412834895,0,0,DOWN
Cdkn2aip,0.751035735,-0.413046541,6.82E-10,2.10E-09,DOWN
Usp32,0.751000932,-0.413113396,2.37E-06,6.05E-06,DOWN
Sh3bp4,0.750926506,-0.413256379,1.51E-08,4.35E-08,DOWN
Mdp1,0.750916281,-0.413276023,0,0,DOWN
Mitd1,0.750905961,-0.413295851,1.37E-11,4.58E-11,DOWN
2310035C23Rik,0.75088503,-0.413336066,4.19E-13,1.49E-12,DOWN
Glrx5,0.75086468,-0.413375164,0,0,DOWN
Tpd52l2,0.750844062,-0.41341478,0,0,DOWN
Rab14,0.750811426,-0.41347749,0,0,DOWN
Manea,0.750724938,-0.413643687,1.19E-08,3.46E-08,DOWN
Mocs2,0.750699982,-0.413691646,0,0,DOWN
Zfp503,0.750699302,-0.413692953,6.77E-15,2.59E-14,DOWN
Flnb,0.750678904,-0.413732154,8.56E-06,2.10E-05,DOWN
Tbcd,0.750660409,-0.413767701,1.71E-07,4.66E-07,DOWN
Gtf3c5,0.750501774,-0.414072613,5.65E-05,0.000130794,DOWN
Uba6,0.75048136,-0.414111855,3.33E-10,1.04E-09,DOWN
Stat6,0.750472793,-0.414128323,5.82E-07,1.54E-06,DOWN
Crkl,0.750462234,-0.414148623,7.99E-08,2.22E-07,DOWN
Prss23,0.750435208,-0.414200579,0.002207135,0.004497455,DOWN
Zbtb2,0.750427386,-0.414215617,0.003352923,0.006703135,DOWN
Clpb,0.750409268,-0.414250449,9.33E-09,2.73E-08,DOWN
Slc25a23,0.750352651,-0.414359302,2.91E-13,1.04E-12,DOWN
Star,0.750331515,-0.414399941,5.24E-12,1.79E-11,DOWN
Trim46,0.750321408,-0.414419373,0.022645048,0.041166763,DOWN
Timm8a1,0.750298647,-0.414463138,0,0,DOWN
Brwd1,0.750237853,-0.414580039,0,0,DOWN
Nrp1,0.750233066,-0.414589245,8.32E-05,0.000190361,DOWN
Abhd14a,0.750212749,-0.414628315,6.66E-16,2.64E-15,DOWN
Mcee,0.750190589,-0.414670931,0,0,DOWN
Fopnl,0.7501825,-0.414686486,0,0,DOWN
Gps1,0.750115276,-0.414815773,0,0,DOWN
Nrf1,0.750087628,-0.414868948,1.32E-08,3.81E-08,DOWN
Rcor2,0.750051022,-0.414939357,0.004376145,0.008651729,DOWN
Adck1,0.750038624,-0.414963205,8.98E-06,2.20E-05,DOWN
Nxt1,0.749883159,-0.415262272,0,0,DOWN
Tbc1d12,0.749874788,-0.415278376,6.36E-08,1.78E-07,DOWN
Tmem183a,0.74977688,-0.415466754,5.75E-12,1.96E-11,DOWN
Rnf138,0.749700439,-0.415613848,0,0,DOWN
Fkbp9,0.74958053,-0.415844615,0,0,DOWN
Lpl,0.749525736,-0.415950079,0,0,DOWN
Mrps15,0.74950218,-0.415995421,0,0,DOWN
Tipin,0.749486218,-0.416026146,0,0,DOWN
Bora,0.749442384,-0.416110524,3.86E-05,9.02E-05,DOWN
Sp2,0.749434204,-0.416126272,5.03E-05,0.000116609,DOWN
Fnip1,0.749376606,-0.416237155,8.89E-08,2.46E-07,DOWN
Pgm2,0.749364476,-0.416260507,0,0,DOWN
Spty2d1,0.749346284,-0.416295532,8.07E-10,2.48E-09,DOWN
Gimap9,0.749294977,-0.416394316,0.000631552,0.001351044,DOWN
B230217C12Rik,0.749259632,-0.416462369,5.35E-08,1.50E-07,DOWN
Zkscan17,0.749236646,-0.416506629,2.87E-06,7.28E-06,DOWN
Dnajc17,0.749214105,-0.416550033,1.03E-11,3.46E-11,DOWN
Psmd11,0.749139599,-0.416693512,0,0,DOWN
Cbx1,0.749138334,-0.416695947,0,0,DOWN
Tmed9,0.749129663,-0.416712645,0,0,DOWN
Eif4g1,0.749091176,-0.416786767,0,0,DOWN
Psmd14,0.749086754,-0.416795284,0,0,DOWN
Ndufaf2,0.749038807,-0.416887629,1.11E-16,4.51E-16,DOWN
Med21,0.74899494,-0.416972122,0,0,DOWN
Tacc2,0.74898994,-0.416981754,2.33E-15,9.04E-15,DOWN
Nf2,0.74897898,-0.417002865,2.84E-09,8.48E-09,DOWN
