x,norm_foldChange,logFC,pvalue,pvalue.adj.FDR,State
Celf1,0.673742134,-0.569731572,0,0,down
Casz1,0.673676509,-0.569872101,3.07E-08,1.22E-07,down
Rhbdd2,0.67365782,-0.569912125,8.53E-14,4.86E-13,down
Ndst2,0.673546345,-0.570150877,3.23E-08,1.28E-07,down
Trim34a,0.67352849,-0.570189123,0.001365009,0.003545045,down
Slc12a6,0.673435636,-0.570388029,1.00E-12,5.36E-12,down
Ralgps2,0.673425555,-0.570409626,5.55E-16,3.55E-15,down
Ccdc191,0.673376311,-0.570515125,0.00033008,0.000916054,down
Desi2,0.673249178,-0.570787531,0,0,down
Gtf2ird2,0.673243036,-0.570800693,0.001874234,0.004799495,down
Ttbk2,0.673174268,-0.570948065,5.17E-05,0.000156949,down
Ikzf2,0.673107323,-0.571091543,0.007084444,0.016767716,down
Hsd17b10,0.673040404,-0.57123498,0,0,down
Dtnbp1,0.672955242,-0.571417541,0,0,down
Lipa,0.672909413,-0.571515791,6.77E-07,2.44E-06,down
Mrps36,0.672884048,-0.571570175,0,0,down
Ahi1,0.672783428,-0.571785926,3.31E-12,1.71E-11,down
Grb2,0.672726288,-0.57190846,0,0,down
Cpt2,0.672702713,-0.571959019,2.20E-14,1.29E-13,down
Ttc39c,0.67262838,-0.572118443,8.23E-08,3.18E-07,down
Pdcd6,0.672499222,-0.572395496,0,0,down
Yeats4,0.672476221,-0.572444841,0,0,down
Coil,0.672467808,-0.572462889,3.20E-07,1.19E-06,down
Mtss1l,0.672464335,-0.572470341,1.47E-12,7.78E-12,down
Ndufa8,0.672423693,-0.572557536,0,0,down
Tprkb,0.672407991,-0.572591226,1.30E-11,6.44E-11,down
Appbp2,0.672312937,-0.572795183,0,0,down
Eml5,0.672308772,-0.572804122,0.002912661,0.007286073,down
Tial1,0.672290795,-0.572842698,0,0,down
Ttyh3,0.672282017,-0.572861535,6.66E-16,4.25E-15,down
Nmnat3,0.672208759,-0.573018754,2.16E-08,8.71E-08,down
Glmn,0.672080306,-0.573294465,0,0,down
Sec24d,0.672075937,-0.573303844,0.000744681,0.001990445,down
Ddx51,0.671982281,-0.573504902,0.000785891,0.002095498,down
Strn3,0.671971226,-0.573528638,0,0,down
Itch,0.671960178,-0.573552358,0,0,down
Cand2,0.671944121,-0.573586832,2.26E-05,7.11E-05,down
Rsu1,0.671929312,-0.573618628,0,0,down
Luc7l2,0.671887047,-0.573709377,0,0,down
Tbccd1,0.671862648,-0.573761769,5.85E-06,1.95E-05,down
Nop2,0.671783376,-0.573932,2.23E-08,8.98E-08,down
Fam234b,0.671736925,-0.57403176,0.001607883,0.004148036,down
Dhrs1,0.671696943,-0.574117631,0,0,down
Mcm6,0.671582858,-0.574362688,2.22E-16,1.44E-15,down
1700017B05Rik,0.67155736,-0.574417464,9.02E-14,5.13E-13,down
Sox5,0.67155097,-0.574431191,0,0,down
Crebrf,0.671537952,-0.57445916,0,0,down
Zfp319,0.67148562,-0.57457159,4.66E-06,1.56E-05,down
Ccdc28b,0.671385251,-0.574787251,0,0,down
Oma1,0.671334928,-0.574895391,6.62E-08,2.57E-07,down
Gcdh,0.671266222,-0.575043048,9.85E-11,4.63E-10,down
Sucla2,0.671196827,-0.575192199,0,0,down
Zfp618,0.671080348,-0.575442584,9.76E-14,5.54E-13,down
Rpl18,0.671068633,-0.575467771,0,0,down
Bmpr1b,0.671063226,-0.575479394,0.000196682,0.000561113,down
Apba3,0.67104629,-0.575515806,0.000108245,0.000317042,down
Syvn1,0.67104629,-0.575515806,1.33E-05,4.27E-05,down
Sdk1,0.670924874,-0.575776863,0.010014564,0.023205823,down
Ahdc1,0.67091882,-0.575789881,5.77E-15,3.52E-14,down
Cd63,0.670872901,-0.575888626,0,0,down
Uchl5,0.67079196,-0.576062698,1.22E-15,7.70E-15,down
Slc41a3,0.670786789,-0.576073819,1.71E-07,6.45E-07,down
Lamtor4,0.670758719,-0.576134192,0,0,down
Spcs2,0.670757805,-0.576136158,0,0,down
Zc3h7a,0.670668845,-0.57632751,3.01E-10,1.36E-09,down
Yipf1,0.670668562,-0.576328119,0,0,down
Cav2,0.670666001,-0.576333627,0.012604341,0.0287257,down
Htatsf1,0.670598445,-0.576478957,0,0,down
1110012L19Rik,0.67055708,-0.57656795,0,0,down
Itpkc,0.670549483,-0.576584295,0.003111122,0.007754091,down
Setd2,0.670539823,-0.576605079,0,0,down
Plekhn1,0.670510543,-0.576668078,0.000122905,0.000357439,down
Lmnb2,0.670441885,-0.576815812,0.001345428,0.003501087,down
Slc7a6,0.670383275,-0.576941938,0.002459477,0.006207371,down
Usp14,0.670383275,-0.576941938,0,0,down
Cd9,0.670371208,-0.576967906,0,0,down
Gstz1,0.670314292,-0.577090401,6.94E-11,3.29E-10,down
Fkbp3,0.670287607,-0.577147834,0,0,down
Acsl5,0.670194302,-0.577348674,2.73E-08,1.09E-07,down
Fbn1,0.670125951,-0.577495818,1.79E-09,7.73E-09,down
Zfat,0.670105585,-0.577539663,6.15E-07,2.23E-06,down
Stam,0.670082013,-0.577590413,1.93E-08,7.79E-08,down
Zfp974,0.669942248,-0.57789136,0.000386963,0.00106644,down
Ank3,0.669855139,-0.578078959,1.70E-11,8.36E-11,down
Paqr8,0.669832798,-0.578127077,9.80E-05,0.000288442,down
Oxnad1,0.66974117,-0.578324439,1.09E-11,5.41E-11,down
Pspc1,0.669685543,-0.578444271,0,0,down
Pomp,0.669653489,-0.578513327,0,0,down
Cnot3,0.669652297,-0.578515895,2.22E-16,1.44E-15,down
Ywhag,0.669603209,-0.578621654,0,0,down
Mcam,0.669585234,-0.578660382,0.004150935,0.010163857,down
Diaph2,0.669566349,-0.578701072,7.95E-11,3.75E-10,down
Ahnak,0.669552314,-0.578731312,0,0,down
Dstyk,0.669530994,-0.578777252,1.78E-11,8.73E-11,down
Pde1a,0.669530784,-0.578777705,0,0,down
Lig4,0.669460772,-0.578928574,0.014489873,0.032669098,down
Ppfibp1,0.669440891,-0.578971417,3.22E-14,1.88E-13,down
Pitrm1,0.669390874,-0.579079213,1.14E-11,5.66E-11,down
Ube3c,0.669368446,-0.57912755,0,0,down
Taf11,0.669311504,-0.579250285,0,0,down
Akt3,0.669271372,-0.579336791,5.04E-05,0.000153104,down
Dcun1d2,0.669264169,-0.579352318,0.000806919,0.002147513,down
Kdelr3,0.669201338,-0.579487764,3.61E-05,0.000111391,down
Zfp286,0.669188137,-0.579516224,8.42E-06,2.76E-05,down
Pgls,0.669083262,-0.579742341,0,0,down
Scaper,0.669074651,-0.579760908,1.08E-11,5.37E-11,down
Mrpl15,0.669070855,-0.579769094,0,0,down
Bbs5,0.669004711,-0.579911725,6.17E-05,0.000185842,down
Socs7,0.66897374,-0.579978514,2.91E-08,1.16E-07,down
Tbcb,0.668921866,-0.580090388,0,0,down
Secisbp2,0.668900126,-0.580137277,5.82E-09,2.44E-08,down
Fmnl2,0.668884403,-0.580171189,0,0,down
Agpat1,0.668866254,-0.580210335,5.18E-06,1.73E-05,down
Ubr1,0.668840428,-0.580266041,5.50E-09,2.31E-08,down
Vps37a,0.668831352,-0.580285617,2.22E-16,1.44E-15,down
Nudt1,0.668774311,-0.580408663,3.18E-10,1.44E-09,down
Bbs2,0.668655333,-0.580665348,1.19E-05,3.84E-05,down
Pank3,0.66864472,-0.580688248,0,0,down
L2hgdh,0.668622027,-0.580737211,7.95E-05,0.000236719,down
Zufsp,0.668607079,-0.580769464,6.99E-13,3.78E-12,down
Fn1,0.668565324,-0.580859565,2.10E-06,7.24E-06,down
Rufy2,0.668545708,-0.580901895,9.62E-10,4.24E-09,down
Crot,0.668534365,-0.580926373,3.33E-16,2.15E-15,down
Col4a5,0.668497445,-0.581006048,0,0,down
Mtch1,0.668445146,-0.581118919,0,0,down
Prdx4,0.668402617,-0.581210713,0,0,down
Mob3a,0.66839701,-0.581222815,0.000611309,0.001649335,down
Ptgfrn,0.668367798,-0.581285869,3.34E-05,0.00010327,down
Gm37305,0.668351965,-0.581320046,0.007519252,0.017712056,down
4632415L05Rik,0.668314858,-0.581400146,4.19E-06,1.41E-05,down
Nrm,0.668302936,-0.581425883,0.000146805,0.000423398,down
Vmp1,0.668207971,-0.581630902,0,0,down
Prepl,0.668197418,-0.581653688,0.001258808,0.003286491,down
Acsm3,0.668156088,-0.581742924,5.29E-09,2.22E-08,down
Hipk1,0.668156088,-0.581742924,1.37E-11,6.76E-11,down
Mrps34,0.668100017,-0.581864,0,0,down
Mthfd1l,0.668069875,-0.58192909,0.001164492,0.003052336,down
Twf1,0.668066175,-0.58193708,0,0,down
Phf14,0.668017762,-0.582041631,0,0,down
Mcee,0.667955719,-0.582175631,0,0,down
Rpa3,0.667919205,-0.582254498,0,0,down
Bri3bp,0.667794529,-0.582523821,0,0,down
Cth,0.667738491,-0.58264489,1.41E-05,4.52E-05,down
Mrpl36,0.667733887,-0.582654837,0,0,down
Ints11,0.667702139,-0.582723432,1.96E-10,8.99E-10,down
Rgl1,0.667695291,-0.582738229,5.80E-07,2.11E-06,down
Uba2,0.667666668,-0.582800077,0,0,down
Mfsd10,0.667630355,-0.582878544,0,0,down
Fam222a,0.667611665,-0.582918933,1.15E-05,3.72E-05,down
Nprl3,0.667586435,-0.582973455,0.000150909,0.000434918,down
Gid8,0.667361365,-0.583459926,2.55E-15,1.58E-14,down
Psmd1,0.667215073,-0.583776213,0,0,down
Gpi1,0.667141396,-0.583935532,0,0,down
Wipi1,0.667063297,-0.584104432,8.77E-15,5.29E-14,down
Cdv3,0.66704106,-0.584152524,0,0,down
Bag3,0.666951496,-0.584346249,2.79E-13,1.54E-12,down
Smg8,0.666884663,-0.584490825,3.09E-05,9.58E-05,down
Cerk,0.666804591,-0.584664058,7.86E-06,2.58E-05,down
Lrpprc,0.666800544,-0.584672813,3.02E-13,1.67E-12,down
Phf23,0.66676216,-0.584755863,0,0,down
Galk1,0.666700621,-0.584889024,0,0,down
Rrs1,0.666699295,-0.584891892,0,0,down
Arl10,0.666682398,-0.584928457,5.92E-07,2.15E-06,down
Orc4,0.666653079,-0.584991906,0,0,down
Hnrnph1,0.666648904,-0.585000941,0,0,down
Rps27a,0.6666409,-0.585018262,0,0,down
Mettl9,0.666599843,-0.585107117,0,0,down
Nenf,0.666579929,-0.585150217,0,0,down
Snip1,0.666508402,-0.585305032,4.96E-11,2.37E-10,down
Ints2,0.666429102,-0.585476692,1.94E-07,7.32E-07,down
Tmem205,0.666407939,-0.585522507,0,0,down
Gli3,0.666402771,-0.585533695,1.80E-06,6.27E-06,down
Slc43a1,0.666211221,-0.585948442,0.005242658,0.012629111,down
Kmt2e,0.66616759,-0.586042929,0,0,down
Ddb2,0.666089065,-0.586212996,1.35E-05,4.34E-05,down
Txnrd3,0.666087179,-0.586217083,4.66E-10,2.09E-09,down
Hacd1,0.666069319,-0.586255765,0,0,down
Sulf2,0.666039411,-0.586320548,0.000102256,0.000300614,down
Gtf2h3,0.665897896,-0.586627112,2.47E-08,9.89E-08,down
Wipf3,0.66588664,-0.586651501,0.007901713,0.018557722,down
Vsnl1,0.665836102,-0.586760999,0.00961258,0.022321405,down
Setd3,0.665821508,-0.58679262,0,0,down
Cdc42bpb,0.665819792,-0.586796338,0,0,down
Abcb10,0.665793488,-0.586853334,0.000456277,0.001249629,down
Slc35f6,0.665751011,-0.586945381,5.36E-07,1.95E-06,down
Dvl3,0.665751011,-0.586945381,2.37E-13,1.32E-12,down
Fbxo28,0.665741991,-0.586964928,2.09E-07,7.84E-07,down
Sars,0.665712747,-0.587028302,0,0,down
Clasp1,0.665628965,-0.587209881,3.89E-14,2.26E-13,down
Adgrg2,0.665586257,-0.587302449,8.67E-05,0.00025727,down
Cryge,0.665577525,-0.587321378,0.012802018,0.029144771,down
Fbxo22,0.665555212,-0.587369743,0,0,down
Exosc9,0.665456021,-0.58758477,0,0,down
Abhd17a,0.665429218,-0.58764288,0,0,down
9430038I01Rik,0.665374735,-0.587761008,5.88E-12,2.98E-11,down
Cdk11b,0.665353881,-0.587806226,0,0,down
Prpf3,0.665347759,-0.587819499,9.45E-06,3.08E-05,down
Aldh1a1,0.665298081,-0.587927223,0,0,down
Zfp65,0.665292562,-0.58793919,0.001239559,0.003239655,down
Stk3,0.665127654,-0.588296841,0,0,down
Trrap,0.665080228,-0.588399713,0,0,down
7-Sep,0.66507369,-0.588413894,0,0,down
Tmem127,0.66499646,-0.588581434,4.02E-10,1.81E-09,down
Bmp6,0.664844025,-0.588912176,0.015116646,0.033966094,down
Ttc17,0.664770764,-0.58907116,8.63E-06,2.83E-05,down
Phc3,0.664770764,-0.58907116,3.64E-13,2.00E-12,down
Ctr9,0.664744227,-0.589128751,0,0,down
Fance,0.66468214,-0.589263506,1.14E-11,5.66E-11,down
Trnt1,0.664652232,-0.589328423,0,0,down
Tnip2,0.664625491,-0.589386468,1.89E-06,6.55E-06,down
Arhgap23,0.664608169,-0.589424069,1.40E-09,6.09E-09,down
Apoc1,0.664559156,-0.589530468,0,0,down
Fam173b,0.664537953,-0.589576497,2.01E-12,1.05E-11,down
Pla2g4a,0.664445895,-0.589776368,4.44E-16,2.85E-15,down
Saal1,0.664440067,-0.589789022,2.77E-10,1.26E-09,down
Mrps28,0.664395796,-0.589885149,0,0,down
Calml4,0.664388632,-0.589900706,0.000152624,0.000439478,down
Scrib,0.664319683,-0.590050435,5.98E-08,2.33E-07,down
Glrx5,0.664172817,-0.590369418,0,0,down
Prkar1b,0.664147152,-0.590425167,1.59E-07,6.03E-07,down
Cep112,0.664122839,-0.590477981,2.13E-11,1.04E-10,down
Rfwd3,0.664071482,-0.59058955,1.11E-16,7.31E-16,down
Ppp4r1,0.663965957,-0.590818822,2.63E-09,1.13E-08,down
Ccdc186,0.663953738,-0.590845371,1.11E-15,7.01E-15,down
Arl1,0.663948692,-0.590856335,0,0,down
Mob1b,0.663945986,-0.590862215,4.35E-11,2.09E-10,down
Cep290,0.663921069,-0.59091636,3.14E-08,1.25E-07,down
Hnrnpab,0.663915867,-0.590927664,0,0,down
Tor2a,0.663670952,-0.591459964,1.11E-15,7.01E-15,down
Atp5o.1,0.663612926,-0.591586108,0,0,down
Bend7,0.66358641,-0.591643753,0.000475399,0.001298085,down
Mob3b,0.663497385,-0.591837315,0.00028731,0.000803785,down
Mrps7,0.663454788,-0.591929941,0,0,down
Arl3,0.663367233,-0.592120344,0,0,down
Nudcd2,0.663299117,-0.59226849,0,0,down
Trip13,0.663266758,-0.592338873,6.54E-05,0.000196608,down
Ankrd54,0.66322052,-0.59243945,3.22E-15,1.99E-14,down
Xylt1,0.663149731,-0.592593444,1.76E-05,5.60E-05,down
Brwd3,0.663098084,-0.592705808,6.79E-09,2.83E-08,down
Hs3st1,0.663082143,-0.592740491,0,0,down
Gatb,0.663058739,-0.592791413,9.23E-06,3.02E-05,down
2210016F16Rik,0.662967437,-0.592990084,0,0,down
Tmem189,0.662853779,-0.593237439,9.57E-07,3.40E-06,down
Pus1,0.662786912,-0.593382981,5.98E-12,3.03E-11,down
Rbms2,0.662766079,-0.593428329,0,0,down
Coq10b,0.662730071,-0.593506713,6.11E-15,3.72E-14,down
Zfp28,0.662725316,-0.593517065,0.000123629,0.000359439,down
Ublcp1,0.662691112,-0.593591524,5.55E-15,3.39E-14,down
S100a16,0.66269042,-0.593593032,7.00E-12,3.53E-11,down
Pomt1,0.662672302,-0.593632476,0.005044216,0.012185209,down
Ptgr1,0.662610079,-0.593767946,2.22E-16,1.44E-15,down
Sord,0.662605959,-0.593776917,0.00423596,0.010359223,down
Snrpe,0.662440268,-0.594137723,0,0,down
Coasy,0.662413928,-0.594195089,2.50E-14,1.47E-13,down
Aifm1,0.662387112,-0.594253491,0,0,down
Mlxip,0.662362174,-0.594307808,1.80E-05,5.70E-05,down
Ppif,0.662301017,-0.594441022,8.22E-09,3.41E-08,down
Umps,0.662174003,-0.594717723,0,0,down
Ebag9,0.662133695,-0.594805546,0,0,down
Brpf3,0.662114823,-0.594846665,1.61E-07,6.11E-07,down
Orc3,0.662070215,-0.594943868,1.28E-13,7.18E-13,down
2510046G10Rik,0.662031324,-0.595028615,5.69E-07,2.07E-06,down
Chchd1,0.661956858,-0.5951909,0,0,down
Tmem57,0.661929863,-0.595249734,0,0,down
Dtx3l,0.661884042,-0.595349606,0.001127855,0.002959443,down
Rflnb,0.661799305,-0.595534318,7.51E-13,4.05E-12,down
Siah1a,0.661720606,-0.59570589,2.44E-15,1.52E-14,down
Tmem110,0.661709794,-0.595729463,1.13E-08,4.66E-08,down
Ica1,0.661630821,-0.595901653,0.003394007,0.008415675,down
Cnp,0.661545608,-0.596087474,2.59E-08,1.04E-07,down
Golga1,0.661507835,-0.59616985,1.71E-11,8.41E-11,down
Huwe1,0.661464329,-0.596264736,0,0,down
Zfp316,0.661463447,-0.596266661,0.000129582,0.000375753,down
Cc2d2a,0.661426591,-0.596347048,2.38E-09,1.02E-08,down
Nab1,0.661422314,-0.596356378,0,0,down
Ldb1,0.661368073,-0.596474692,0,0,down
Tsen2,0.661335714,-0.596545282,3.60E-11,1.73E-10,down
Iars2,0.661283855,-0.596658416,0,0,down
Tyk2,0.661244129,-0.596745087,0.012549652,0.028610951,down
Cntrl,0.661244129,-0.596745087,7.23E-08,2.80E-07,down
Bccip,0.661214935,-0.596808784,0,0,down
Btbd9,0.661192429,-0.59685789,1.84E-14,1.09E-13,down
Mcm9,0.661180973,-0.596882887,9.51E-07,3.39E-06,down
Myo9a,0.661165103,-0.596917514,0,0,down
Traf1,0.661136082,-0.596980841,0.000776685,0.002072908,down
Tnfrsf12a,0.661116414,-0.597023761,5.53E-10,2.47E-09,down
Rsph9,0.6611146,-0.597027719,2.55E-07,9.51E-07,down
Ssu72,0.661100867,-0.597057689,0,0,down
Gm20522,0.661082455,-0.597097868,0.013367437,0.03031812,down
Msl2,0.661082455,-0.597097868,1.11E-08,4.58E-08,down
Dsg2,0.661038773,-0.597193199,9.24E-06,3.02E-05,down
Nppc,0.661018448,-0.597237559,1.21E-07,4.63E-07,down
Grb10,0.660972793,-0.597337205,7.72E-09,3.21E-08,down
Trp53bp1,0.660923136,-0.597445595,2.83E-14,1.66E-13,down
Thbs1,0.660759888,-0.597801987,3.63E-09,1.54E-08,down
Rbm28,0.660750347,-0.597822817,0,0,down
Guk1,0.660747015,-0.597830092,0,0,down
Tiprl,0.660708057,-0.597915156,0,0,down
Rbm3,0.660605893,-0.598138256,0,0,down
9130401M01Rik,0.660602747,-0.598145127,0,0,down
Emsy,0.660600645,-0.598149717,0,0,down
Fancm,0.660580673,-0.598193334,0.002566768,0.006464139,down
Magi1,0.660563058,-0.598231806,0,0,down
Chml,0.660400705,-0.598586434,0.010860742,0.025037548,down
Cdkn2aip,0.660355176,-0.5986859,2.15E-14,1.27E-13,down
Cpeb3,0.660254242,-0.598906429,0.000109757,0.000321184,down
Tomm5,0.660251462,-0.598912504,0,0,down
Kdelr1,0.660210935,-0.599001061,0,0,down
Pibf1,0.660078639,-0.599290184,7.07E-13,3.82E-12,down
Acads,0.660073555,-0.599301295,0,0,down
Yy1,0.66001505,-0.599429172,0,0,down
Cipc,0.660013907,-0.599431671,0.000240763,0.000679816,down
Gxylt1,0.660013907,-0.599431671,8.62E-08,3.32E-07,down
Ebna1bp2,0.659997983,-0.599466479,0,0,down
Fxr2,0.659955991,-0.599558273,4.47E-13,2.44E-12,down
Camk2n1,0.659941562,-0.599589816,9.00E-09,3.72E-08,down
Ntpcr,0.659929941,-0.599615221,1.53E-12,8.10E-12,down
Ccdc174,0.659924938,-0.599626157,0,0,down
Zbtb34,0.659822098,-0.599850998,0.005358691,0.012891358,down
Gapvd1,0.659783691,-0.599934979,0,0,down
Ube2h,0.659730897,-0.600050423,0,0,down
Mks1,0.659727514,-0.600057821,6.82E-06,2.26E-05,down
Hilpda,0.65964624,-0.600235563,0,0,down
Osbpl5,0.659579924,-0.600380608,3.20E-06,1.09E-05,down
Eef1akmt1,0.659512519,-0.60052805,0,0,down
Ldhd,0.659494806,-0.600566798,0.016515199,0.036894824,down
Zranb2,0.659487713,-0.600582313,0,0,down
Itga6,0.659381011,-0.600815755,0,0,down
Mrps15,0.659379757,-0.600818499,0,0,down
Gm45051,0.659321446,-0.600946085,0,0,down
Uvrag,0.659295472,-0.601002921,6.44E-07,2.33E-06,down
Lzic,0.65925145,-0.601099256,3.01E-12,1.55E-11,down
Arhgap42,0.659243281,-0.601117133,2.44E-15,1.52E-14,down
Cish,0.659141089,-0.601340787,1.37E-11,6.78E-11,down
Atp8a1,0.659137976,-0.601347601,2.85E-08,1.14E-07,down
Fcho2,0.659077026,-0.601481012,0,0,down
Tgfa,0.659074243,-0.601487105,0.001071549,0.002819175,down
Proca1,0.659044869,-0.601551405,0.016634505,0.037144574,down
Hinfp,0.659008937,-0.601630064,3.89E-05,0.000119534,down
Fam58b,0.659003708,-0.601641512,0,0,down
2810474O19Rik,0.658979777,-0.601693904,0,0,down
Ubn2,0.658975972,-0.601702232,0,0,down
Tfam,0.658966843,-0.60172222,0,0,down
Dnajc18,0.658925601,-0.601812515,4.77E-09,2.01E-08,down
Taok3,0.658828785,-0.602024506,1.99E-11,9.75E-11,down
Luc7l,0.6587435,-0.602211274,0,0,down
Ormdl3,0.658734089,-0.602231884,0,0,down
Nsrp1,0.658723296,-0.602255521,0,0,down
H2afy,0.658682625,-0.6023446,0,0,down
Dbi,0.658666807,-0.602379247,0,0,down
Cnot6l,0.658637152,-0.602444201,0,0,down
4931406C07Rik,0.658544525,-0.602647109,6.03E-12,3.05E-11,down
Cst3,0.658513508,-0.602715061,0,0,down
Bag1,0.658472533,-0.602804832,0,0,down
Iffo2,0.65845575,-0.602841604,0.000548096,0.001485468,down
Mecp2,0.65839073,-0.602984072,1.93E-13,1.08E-12,down
Sod2,0.65836522,-0.603039971,0,0,down
Tmem14c,0.658247225,-0.603298562,0,0,down
Tnfrsf1a,0.65824626,-0.603300675,0,0,down
Prdx5,0.658235014,-0.603325324,0,0,down
Foxj3,0.658181359,-0.603442928,3.31E-10,1.49E-09,down
Lrif1,0.65816511,-0.603478545,2.22E-16,1.44E-15,down
Zfp7,0.658053138,-0.603724007,0.003879936,0.009541633,down
Cyba,0.658051009,-0.603728675,0,0,down
Elp4,0.657973679,-0.603898223,3.74E-08,1.48E-07,down
Plekho2,0.657924075,-0.604006991,0.003569275,0.008822615,down
Tmem132c,0.657871998,-0.604121188,2.97E-11,1.44E-10,down
Ufm1,0.657852613,-0.604163701,0,0,down
Ptges3,0.657847327,-0.604175293,0,0,down
Chic1,0.6578415,-0.604188071,0.001349527,0.003508982,down
AC149090.1,0.65783704,-0.604197852,3.33E-16,2.15E-15,down
Ppp2r2d,0.657803793,-0.604270767,0,0,down
Nfe2l1,0.657766628,-0.60435228,0,0,down
Npm1,0.657694345,-0.60451083,0,0,down
Cebpd,0.657673913,-0.604555648,2.33E-15,1.45E-14,down
Ddx5,0.657657232,-0.604592242,0,0,down
Ogdh,0.657582912,-0.604755286,0,0,down
Stag1,0.657573656,-0.604775594,0,0,down
Glis2,0.657465591,-0.605012703,1.39E-11,6.85E-11,down
Gars,0.657404409,-0.605146964,0,0,down
Fbxl20,0.657350367,-0.605265564,7.09E-11,3.36E-10,down
1810030O07Rik,0.65725923,-0.605465598,9.09E-11,4.28E-10,down
Ttyh1,0.657141876,-0.605723216,0.000267316,0.000750503,down
Zbtb6,0.657082452,-0.60585368,1.29E-05,4.15E-05,down
B3galnt2,0.657029027,-0.605970986,4.29E-10,1.92E-09,down
Ss18l2,0.656999484,-0.606035858,0,0,down
Vps53,0.656968358,-0.606104207,1.66E-10,7.68E-10,down
Plagl1,0.656882731,-0.606292256,0.000664673,0.001786246,down
Kctd14,0.656882511,-0.60629274,0,0,down
Klhl18,0.656795392,-0.606484091,1.57E-05,5.02E-05,down
Sparcl1,0.656649877,-0.606803759,0.000273876,0.000768048,down
Kat8,0.656590785,-0.606933594,4.54E-12,2.32E-11,down
Npepps,0.656541132,-0.607042696,0,0,down
Foxred1,0.656508581,-0.607114226,2.68E-09,1.15E-08,down
Col4a6,0.656478405,-0.60718054,0.000393278,0.001083089,down
Eci1,0.6564533,-0.607235712,0,0,down
Lrrc8e,0.65641196,-0.607326569,0.008135941,0.019082902,down
Hacd2,0.656400936,-0.6073508,0,0,down
Glce,0.656398277,-0.607356644,9.85E-07,3.50E-06,down
Gspt1,0.656350275,-0.60746215,0,0,down
Cttnbp2nl,0.656189114,-0.607816436,8.77E-15,5.29E-14,down
Dtymk,0.656124991,-0.607957423,0,0,down
Spag9,0.656068163,-0.608082381,0,0,down
Pdlim2,0.65602378,-0.608179982,0.000130431,0.000377938,down
Rnh1,0.655969496,-0.608299366,0,0,down
Trappc4,0.65593179,-0.608382298,0,0,down
Smco4,0.655917885,-0.608412882,0,0,down
Ttf1,0.655895211,-0.608462753,1.03E-09,4.54E-09,down
Zfp131,0.655893636,-0.608466217,0,0,down
Smim11,0.655758291,-0.608763951,0,0,down
Tchp,0.655733761,-0.60881792,0.000434776,0.001192724,down
Arhgap28,0.655717012,-0.60885477,9.18E-10,4.05E-09,down
Lpin1,0.655618777,-0.60907092,0.001782278,0.004575862,down
Prkaa1,0.65559247,-0.609128812,1.23E-05,3.95E-05,down
Tab2,0.655536627,-0.609251704,0,0,down
Mrpl12,0.655524768,-0.609277802,0,0,down
Rbbp4,0.655517572,-0.609293641,0,0,down
Irf7,0.655409622,-0.609531242,1.02E-05,3.33E-05,down
Clta,0.655378592,-0.609599548,0,0,down
Ngrn,0.65533571,-0.609693947,0,0,down
Stk38l,0.65532933,-0.609707991,7.24E-07,2.61E-06,down
Cfdp1,0.655313494,-0.609742855,0,0,down
Med30,0.655260975,-0.609858483,0,0,down
Palld,0.655170833,-0.610056962,0,0,down
Crtc3,0.655153865,-0.610094327,0,0,down
Cttnbp2,0.655152052,-0.610098318,3.13E-14,1.83E-13,down
Sfxn1,0.655137455,-0.610130463,0,0,down
Hscb,0.655108167,-0.61019496,8.28E-12,4.15E-11,down
Mtx2,0.655093231,-0.610227854,0,0,down
Cdc42ep2,0.655024506,-0.610379213,5.68E-07,2.07E-06,down
Ensa,0.654993237,-0.610448084,0,0,down
Ube2l3,0.654917842,-0.610614161,0,0,down
2310033P09Rik,0.654853697,-0.61075547,0,0,down
Svs6,0.654671694,-0.611156493,6.91E-07,2.49E-06,down
Gprasp2,0.654613973,-0.611283697,4.22E-15,2.59E-14,down
Idh3a,0.654609659,-0.611293205,0,0,down
Gss,0.6545903,-0.611335871,6.48E-12,3.27E-11,down
Naf1,0.65452739,-0.611474528,2.69E-10,1.22E-09,down
Ick,0.654430833,-0.611687373,2.59E-14,1.52E-13,down
Gria3,0.654421769,-0.611707356,0.009447079,0.021960295,down
Fbn2,0.654406685,-0.611740608,0,0,down
Srrm2,0.65439727,-0.611761364,0,0,down
Map3k4,0.65434964,-0.611866374,3.11E-15,1.92E-14,down
Myh10,0.65432108,-0.611929345,0,0,down
Gusb,0.654303632,-0.611967816,0,0,down
Iars,0.654266888,-0.612048837,1.77E-11,8.68E-11,down
Cdc5l,0.654258823,-0.61206662,0,0,down
Immt,0.654252618,-0.612080303,0,0,down
Clic4,0.654252039,-0.61208158,6.06E-13,3.29E-12,down
Fam76a,0.65424272,-0.612102128,0,0,down
Uggt1,0.654102487,-0.612411396,2.69E-09,1.15E-08,down
Gfod1,0.65409933,-0.612418358,0.001533981,0.003963069,down
Hlcs,0.654067836,-0.612487824,7.71E-05,0.000229698,down
Metrnl,0.653924264,-0.612804538,2.86E-10,1.30E-09,down
Gpt,0.653912342,-0.612830841,0.001917329,0.004903505,down
Cand1,0.653887327,-0.612886033,0,0,down
Sap30bp,0.653541324,-0.613649632,3.33E-16,2.15E-15,down
